timestamp,x,y,z
515791,7.98,-5.32,-2.94
515810,7.35,-7.245,-3.15
515829,6.09,-8.645,-3.08
515847,4.375,-9.17,-2.975
515866,2.8,-8.785,-3.01
515885,1.855,-7.945,-2.905
515904,1.6800001,-7.035,-2.8700001
515922,2.17,-5.915,-2.94
515941,2.8,-5.005,-2.8
515960,3.15,-4.305,-2.73
515979,2.905,-4.48,-2.625
515997,2.205,-5.355,-2.275
516016,1.19,-6.545,-2.17
516035,0.14,-7.63,-2.17
516054,-0.945,-8.925,-2.52
516072,-1.61,-9.59,-2.835
516091,-1.54,-9.415,-3.3600001
516110,-1.295,-8.995,-3.535
516129,-1.12,-8.68,-3.675
516147,-0.735,-8.4,-3.675
516166,-0.21000001,-8.085,-3.78
516185,0.245,-7.84,-3.815
516204,0.525,-7.42,-3.99
516222,1.05,-6.93,-3.92
516241,1.505,-6.475,-3.885
516260,1.82,-6.125,-3.815
516279,1.925,-6.335,-3.5
516297,2.17,-6.79,-3.255
516316,2.31,-6.93,-2.73
516335,2.695,-7.175,-2.17
516354,3.22,-7.315,-1.61
516372,3.535,-7.56,-1.155
516391,3.465,-7.77,-0.91
516410,3.22,-7.63,-1.225
516429,2.94,-7.35,-1.47
516447,2.66,-7.28,-1.96
516466,2.205,-7.07,-2.17
516485,1.785,-6.65,-2.31
516504,1.54,-6.195,-2.38
516522,1.4,-6.125,-2.59
516541,1.33,-5.915,-2.485
516560,1.225,-5.53,-2.59
516579,1.05,-5.46,-2.625
516597,0.91,-5.775,-2.73
516616,0.7,-6.195,-2.66
516635,0.175,-6.37,-2.415
516654,0.035,-6.755,-2.31
516672,0.735,-6.86,-2.485
516691,1.995,-6.965,-2.8700001
516710,2.59,-7.07,-3.22
516729,2.31,-6.86,-3.185
516747,1.6800001,-6.93,-3.15
516766,0.91,-6.79,-2.765
516785,0.525,-6.685,-2.555
516804,0.525,-6.6150002,-2.66
516822,0.7,-6.16,-3.01
516841,1.015,-5.915,-3.395
516860,1.19,-5.915,-3.64
516878,1.295,-5.985,-3.535
516896,1.4,-5.81,-3.43
516915,1.715,-5.775,-3.15
516933,1.89,-5.565,-2.8
516953,1.785,-5.67,-2.415
516971,1.54,-5.7400002,-2.205
516990,1.4350001,-5.7400002,-2.24
517009,1.4,-5.95,-2.52
517028,1.4350001,-5.88,-2.8700001
517046,1.47,-5.7400002,-3.115
517065,1.505,-5.7400002,-3.15
517084,1.505,-5.705,-3.01
517103,1.47,-5.67,-2.8
517121,1.645,-5.565,-2.73
517140,1.715,-5.32,-2.835
517159,1.995,-5.425,-2.94
517178,1.995,-5.53,-2.8700001
517196,2.065,-5.705,-2.73
517215,1.75,-5.775,-2.485
517234,1.505,-5.845,-2.24
517253,1.4,-5.88,-2.1
517271,1.365,-6.16,-2.135
517290,1.19,-6.265,-2.17
517309,0.91,-6.09,-2.31
517328,0.875,-5.95,-2.66
517346,0.84000003,-5.7400002,-2.905
517365,0.7,-5.495,-3.01
517384,0.665,-5.005,-2.905
517403,0.525,-4.83,-2.8700001
517421,0.665,-4.83,-2.765
517440,0.805,-5.075,-2.695
517459,0.98,-5.215,-2.8700001
517478,1.085,-5.005,-2.765
517496,1.085,-4.795,-2.66
517515,0.98,-4.83,-2.625
517534,0.525,-4.795,-2.45
517553,0.035,-4.585,-2.17
517571,0.175,-4.55,-2.1
517590,1.085,-4.34,-2.24
517609,2.065,-4.48,-2.415
517628,2.45,-4.8650002,-2.485
517646,2.275,-5.11,-2.555
517665,1.75,-5.18,-2.31
517684,0.98,-5.04,-2.17
517703,0.525,-4.935,-2.1
517721,0.315,-4.69,-2.1
517740,0.455,-4.34,-2.31
517759,0.56,-4.06,-2.485
517778,0.665,-3.955,-2.555
517796,0.805,-4.27,-2.45
517815,0.98,-4.655,-2.31
517834,1.26,-4.48,-2.03
517853,1.155,-4.235,-1.61
517871,0.98,-4.06,-1.365
517890,0.665,-4.025,-1.26
517909,0.875,-4.235,-1.505
517928,1.33,-4.655,-1.855
517946,1.715,-5.11,-2.24
517965,1.82,-5.32,-2.135
517984,1.855,-5.25,-2.03
518003,1.995,-5.04,-1.855
518021,2.17,-4.795,-1.645
518040,2.31,-4.34,-1.61
518059,2.415,-3.885,-1.54
518078,2.45,-3.78,-1.575
518096,2.345,-4.025,-1.75
518115,2.1,-4.55,-1.785
518134,1.82,-4.795,-1.75
518153,1.54,-4.795,-1.785
518171,1.4350001,-4.76,-1.82
518190,1.19,-4.795,-1.75
518209,1.19,-4.795,-1.855
518228,1.085,-4.795,-1.82
518246,1.085,-4.76,-1.785
518265,0.98,-4.795,-1.855
518284,1.26,-4.585,-1.6800001
518303,1.26,-4.41,-1.645
518321,1.4,-4.375,-1.6800001
518340,1.4,-4.55,-1.785
518359,1.225,-4.935,-1.96
518377,1.155,-5.11,-2.1
518395,1.05,-5.285,-2.31
518414,1.085,-5.215,-2.45
518432,1.19,-5.145,-2.625
518452,1.26,-5.075,-2.31
518470,0.945,-4.8650002,-1.75
518489,0.595,-4.83,-1.225
518508,0.91,-5.32,-1.33
518527,2.1,-5.635,-1.715
518545,3.045,-5.985,-2.065
518564,2.765,-5.985,-2.135
518583,1.995,-5.565,-2.205
518602,1.155,-5.18,-2.17
518620,0.63,-4.97,-2.03
518639,0.385,-5.005,-2.065
518658,0.665,-5.005,-2.17
518677,1.12,-5.075,-2.24
518695,1.54,-4.935,-2.205
518714,1.6800001,-4.8650002,-1.89
518733,1.89,-4.795,-1.75
518752,1.785,-4.445,-1.47
518770,1.61,-3.85,-1.295
518789,1.365,-3.605,-1.365
518808,1.295,-3.57,-1.505
518827,1.26,-3.7450001,-1.82
518845,1.47,-3.85,-2.24
518864,1.715,-3.99,-2.8700001
518883,2.1,-3.92,-3.22
